ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
12250733,01/01/2010 01:00:00 PM,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,523,5.0,9.0,,
11274697,01/01/2010 08:00:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,POLICE FACILITY/VEH PARKING LOT,False,False,531,5.0,9.0,,
10900605,01/01/2010 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,824,8.0,16.0,,
10903419,01/01/2010 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,1411,14.0,1.0,,
10009708,01/01/2010 09:00:00 AM,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,831,8.0,18.0,41.76207589,-87.705194738
11023553,01/01/2010 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2212,22.0,19.0,,
11457743,01/01/2010 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,711,7.0,20.0,,
10965151,01/01/2010 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2521,25.0,31.0,,
10937111,01/01/2010 09:00:00 PM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,False,True,621,6.0,17.0,,
11506881,01/01/2010 10:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,524,5.0,34.0,,
11458458,01/01/2010 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,1135,11.0,28.0,,
10342825,01/01/2010 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,1622,16.0,45.0,41.96503178,-87.768375694
11033011,01/01/2010 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,234,2.0,4.0,,
11546894,01/01/2010 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,431,4.0,7.0,,
11033112,01/01/2010 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,931,9.0,15.0,41.807934431,-87.66981324
10938629,01/01/2010 12:00:00 AM,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,False,False,1723,17.0,33.0,,
11875312,01/01/2010 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,False,False,931,9.0,15.0,,
11326426,01/01/2010 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1014,10.0,24.0,,
11039140,01/01/2010 12:00:00 AM,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,False,False,1623,16.0,45.0,,
11142773,01/01/2010 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,False,511,5.0,9.0,,
11519645,01/01/2010 12:01:00 AM,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE,False,True,1713,17.0,33.0,,
10152843,01/01/2010 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,724,7.0,16.0,41.777801618,-87.653757812
11142764,01/01/2010 12:01:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,True,False,511,5.0,9.0,,
11142762,01/01/2010 12:01:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,True,False,511,5.0,9.0,,
10297555,01/01/2010 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,2532,25.0,37.0,41.904885987,-87.762701686
11020229,01/01/2010 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,432,4.0,10.0,41.701867053,-87.530451675
11456998,01/01/2010 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,False,True,1225,12.0,27.0,,
11042930,01/01/2010 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,611,6.0,21.0,,
10029259,01/01/2010 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,412,4.0,8.0,41.738750287,-87.584458012
11623714,01/01/2010 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,2512,25.0,36.0,,
11552282,01/01/2010 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",False,False,1931,19.0,32.0,,
10262078,01/01/2010 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,424,4.0,7.0,41.736543497,-87.545818607
11318327,01/01/2010 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,True,1023,10.0,28.0,,
11465625,01/01/2010 12:01:00 AM,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,True,False,924,9.0,3.0,,
11239233,01/01/2010 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,False,False,323,3.0,6.0,,
11620828,01/01/2010 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,413,4.0,8.0,41.72487052,-87.596063143
11424792,01/01/2010 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,412,4.0,8.0,,
10954328,01/01/2010 12:25:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,323,3.0,6.0,,
10814762,01/02/2010 08:10:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2232,22.0,34.0,,
10003816,01/02/2010 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,2033,20.0,48.0,41.970809279,-87.661090896
10119376,01/04/2010 09:00:00 AM,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,1434,14.0,32.0,41.911146991,-87.673819009
11449359,01/07/2010 11:10:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1133,11.0,24.0,,
10301972,01/07/2010 12:00:00 AM,BATTERY,SIMPLE,RESIDENCE,False,True,925,9.0,11.0,41.811645148,-87.641970166
10939305,01/09/2010 04:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,422,4.0,7.0,,
11875214,01/09/2010 10:10:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1022,10.0,24.0,,
10194482,01/09/2010 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1811,18.0,32.0,41.924110822,-87.665763048
10928417,01/10/2010 09:00:00 AM,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1024,10.0,22.0,,
11257090,01/10/2010 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,1031,10.0,22.0,,
